"September 01, 1920",Morristown,New Jersey,,,Junkers JL-6,US Aerial Mail Service,2   ,2   ,"While en route, the mail plane went out of control and crashed after experiencing an in flight fire."
"September 15, 1920",Pemberville,Ohio,,,Junkers F-13,US Aerial Mail Service,2   ,2   ,The pilot crashed after attempting to make an emergency landing after the engine caught fire.
"September 27, 1920",Hillersburg,Pennsylvania,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,The plane struck power lines and crashed in flames after flying at a low altitude in poor visibility.
"October 02, 1920",Off Port Vendres,France,,,Salmson 2-A-2,Latecoere Airlines,2   ,2   ,Crashed into the Mediterranean while on a mail flight.
"October 05, 1920",Valencia,Spain,,,Breguet 14,Latecoere Airlines,2   ,2   ,While on a mail flight the plane crashed while attempting to land.
"October 15, 1920",Batavia,Illinois,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,While attempting to land in fog the aircraft hit an obstruction and crashed.
"November 07, 1920",Tie Siding,Wyoming,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,The aircraft crashed into a mountain in poor weather condtions.
"December 14, 1920",London,England,London,Paris,Handley Page HP-16,Handley Page Transport,8   ,4   ,The plane failed to gain altitude after taking off from Criclklewood and crashed into a tree and a house. Pilot error in taking off towards a hill in unfavorable wind conditions and fog.The first commercial air disaster to result in passenger fatalities during a regularly scheduled service..
"December 24, 1920",Barcelona,Spain,,,Breguet 14,Aeropostale,1   ,1   ,The aircraft stalled and crashed when an engine failed.
"February 03, 1921",Mendotta,Minnisota,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,Shortly after takeoff from Minneapolis-World Chamberlain Field the engine failed. The aircraft lost altitude and crashed  in a field.
"February 09, 1921",La Crosse,Wisconsin,,,Junkers F-13,US Aerial Mail Service,3   ,3   ,Crashed for unknown reasons. Both pilots and the mechanic were killed.
"February 15, 1921",Off Gibraltar,,,,Breguet 14,Aeropostale,2   ,2   ,The mail fligh encountered poor weather conditions and crashed into the ocean while on approach to Gibraltar. The bodies of the crew were never recovered.
"February 22, 1921",Elko,Nevada,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,"Shortly after taking off, the aircraft stalled and crashed ."
"April 06, 1921",Point Cook,Australia,,,Avro 504,Military - Royal Australian Air Force,2   ,2   ,"Shortly after taking off on a training flight, the aircraft dove into the ground and exploded in flames."
"April 21, 1921",Mitchel Field,NY,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,After taking off the aircraft stalled and crashed.
"April 29, 1921",Cleveland,Ohio,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,"The aircraft crashed in a field, short of the runway, a few minutes before its scheduled arrival in Cleveland. The weather was poor with fog."
"May 17, 1921",Rock Springs,Wyoming,,,"De Havilland DH-4
De Havilland DH-4",US Aerial Mail Service,1   ,1   ,Crashed while attempting to land.
"August 14, 1921",Toulouse,France,,,Breguet 14,Aeropostale,2   ,2   ,
"August 24, 1921",River Humber,England,,,Royal Airship Works ZR-2 (airship),Military - Royal Airship Works,46   ,46   ,Crashed due to structural failure followed by two explosions and a fire. Attributed to faulty design.
"September 06, 1921",Paris,France,Warsaw,Prague,Potez IX,Franco-Roumaine,5   ,5   ,Crashed while making an approach to Le Bourget Airport in Paris. Pilot aborted the landing due to another aircraft on the runway.
"December 05, 1921",Near Murchinson River,Australia,Geraldton,Derby,Bristol 28 Tourer,West Australian Airways,2   ,2   ,On approach to Geraldton the plane crashed near the Murchinson River. Considered the first commercial flight in Australila.
"January 14, 1922",Paris,France,,,Handley Page O/10,Handley Page Transport,5   ,5   ,Crashed at Le Bourget field.
"February 21, 1922",Near Norfolk,Virginia,,,Dirigible Roma (airship),Military - U.S. Army Air Service,45   ,34   ,Crashed from a height of 500 ft. after experiencing control problems cause by malfunctioning controls.
"March 22, 1922",North Atlantic Ocean,,Miami,Bimini,Aeromarine Model 85 (flying boat),Aero Limited,6   ,5   ,"The plane ditched into the ocean about 40 miles East of Florida after a propeller blade broke. Only the pilot survived, being picked up over 2 days later. The flying boat was named Miss Miami."
"April 07, 1922",Grandvilliers,France,Croydon,Le Bourget,de Havilland DH-18 / Farman F-60 Goliath,Daimler Airways / Grands Express Aeriens,7   ,7   ,"A midair collision occurred at 400 ft. in poor visibility approximately 18 miles north of Beauvais, France. The pilots of both planes were using the road as a route marker in bad weather and poor visibility. This was the  first commercial midair collision in aviation history. Two killed on the de Havilland, five on the Faman F-60."
"April 08, 1922",Pao Ting Fou,China,Test,,,,17   ,17   ,Aboard were all workers taking part in a flight test. All seventeen aboard were Chinese nationals.
"June 03, 1922",Off Folkestone,Kent,Croydon,Paris,Bleriot Spad 27,Cie des Messageries Aeriennes,3   ,3   ,Went down into the English Channel while en route.
"July 04, 1922",Fuhlsbuttel,Germany,Hamburg,Berlin,LVG C VI,,3   ,2   ,"The passenger/mail plane lost it's engine while taking off and crashed into trees. Actress Fern Andra survived the accident but her director, Georg Bluen did not. The pilot, Lothar von Richthofen, was also killed. He was a World War I ace and brother of Manfred von Richthofen (The Red Baron)."
"July 16, 1922",Near Saverne,Lorraine,Strasbourg,Paris,Potez 29,Compagnie Franco-Roumaine de Navigaation Aerienne,5   ,5   ,Lost an engine and could not make an emergency landing because of gusty winds. Stalled while making a turn and crashed.
"July 26, 1922",Cadix,Spain,,,Breguet 14,Grands Express Aeriens,3   ,3   ,"While attempting to make an emergency landing due to engine problems, the aircraft hit telephone lines and crashed."
"September 07, 1922",Indianapolis,Indiana,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,The plane stalled shortly after takeoff and crashed.
"October 02, 1922",Venice,Italy,Venice,London,de Havilland DH-9,de Havilland Air Service,4   ,4   ,Shortly after taking off the plane crashed into the sea and sank.
"October 25, 1922",Larache,Morocco,,,Breguet 14,Grands Express Aeriens,2   ,2   ,Crashed under unknown circumstances.
"December 03, 1922",Fez,Morocco,Toulouse,Barcelona,Breguet 14,Grands Express Aeriens,1   ,1   ,While flying in foggy conditions the pilot reduced altitude and crashed into a hill.
"January 10, 1923",Ajaccio,France,,,Lioré-et-Olivier H-13,Amee de l'Air,4   ,3   ,The plane crashed mid-air due to a structural failure of the tail.
"January 17, 1923",Barcelona,Spain,,,Breguet 14,Grands Express Aeriens,1   ,1   ,Crashed into a mountain during a snowstorm.
"January 18, 1923",Cheyenne,Wyoming,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,Crashed during a mail flight.
"February 26, 1923",Meadville,Pennsylvania,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,The pilot lost control of the aircraft  while on approach in poor weather conditions.
"May 14, 1923",Near Amiens,Picrdie,Paris,London,Farman F-60 Goliath,Grands Express Aeriens (Air Union),6   ,6   ,"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the plane's structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette."
"August 27, 1923",East Mallling,United Kingdom,Paris,Berck,Farman F.60 Goliath,Air Union,11   ,1   ,"The aircraft lost an engine about 45 minutes into the flight. As the plane was incapable of maintaining level flight with only one engine operating, the pilot decided to make an emergency landing. He asked the mechanic to ask two passengers to move towards the rear of the aircraft. This instruction was apparently misunderstood by the passengers, as four of them moved towards the rear of the aircraft. This affected the center of gravity of the aircraft, which then entered into a spin and crashed."
"August 27, 1923",Bucharest,Romania,,,Blériot Spad 46,Campagnie France Roumaine,2   ,2   ,Crashed while on approach to Bucharesst.
"September 07, 1923",Colton,Ohio,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,Crashed during an emergency landing attempt.
"September 14, 1923",Near Ivinghoe,Buckinghamshire,Croydon,Manchester,de Havilland DH-34,Daimler Airways,5   ,5   ,Crashed while attempting a forced landing after encountering heavy rain.
"November 18, 1923",Russia,,,,Junkers F-13,CCCP,5   ,3   ,Crashed during a training flight.
"December 06, 1923",Castalia,Ohio,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,Crashed under unknown circumstances.
"December 23, 1923",Over the Mediterranean Sea,,Toulon,Algiers,Zeppelin Dixmunde (airship),Military - French Navy,52   ,52   ,"Crashed while on a flight from Toulon, France to Algiers, Algeria.  The last known radio contact reported the ship nearly out of fuel and battling strong winds.  Struck by lightning."
"December 24, 1923",Egbert,WY,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,Crashed into a montain in poor weather conditions.
"March 07, 1924",Grampian,Pennsylvania,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,Crashed during a snowstorm.
"April 24, 1924",Over the English Channel,,"Lympne, England","Rotterdam, The Netherlands",Fokker F.III,KLM Royal Dutch Airlines,3   ,3   ,The aircraft disappeared over the North Sea. The plane and passengers were never found.
"June 08, 1924",Barranquilla,Colombia,Barranquilla,Bogota,Junkers F-13,SCADTA,5   ,5   ,Stalled after taking off and crashed into houses..
"August 01, 1924",United States,,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,"The pliot made a low pass in honor of another pilot who had died, stalled and cashed."
"November 06, 1924",Cabrerolles,France,,,Breguet 14,Grands Express Aeriens,1   ,1   ,"While en route the pilot encountered thunderstorms, lost control and crashed."
"December 21, 1924",Goshen,Indiana,,,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed."
"December 24, 1924",Purley,England,London,Paris,de Havilland DH-34B,Imperial Airways,8   ,8   ,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing."
"March 22, 1925",Near Tiflis,Georgia,Tiflis,Suchumi,Junkers F-13,Zakavia,5   ,5   ,Shortly after take off the plane went out of control and crashed in flames.
"April 25, 1925",Alicante,Spain,Alicante,Barcelona,Breguet 14,Grands Express Aeriens,3   ,3   ,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed."
"June 25, 1925",Landrécies,France,Amsterdam,Paris,Fokker (KLM)  F.III,KLM Royal Dutch Airlines,4   ,4   ,"While in a turn in bad weather, the right wing struck trees and the plane crashed. Failure of an aileron in flight."
"June 26, 1925",Alicante,Spain,Oran,Alicante,Lioré-et-Olivier LeO H-13,Grands Express Aeriens,2   ,2   ,While attempting to land the seaplane hit a lightning mast and crashed.
"July 20, 1925",Rosas,Spain,Toulouse,Barcelona,Breguet 14,Lignes Aeriennes Latecoere,1   ,1   ,Crashed in unknown circumstance.
"July 24, 1925",Budapest,Hungary,,,Potez IX,CIDNA,1   ,1   ,Crashed while attempting to land 10 km from the airport
"September 03, 1925",Caldwell,Ohio,"Lakehurst, NJ","S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),Military - U.S. Navy,43   ,14   ,"The Shenandoah was flying over Southern Ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. Shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon."
"September 07, 1925",Toul,France,,,Spad 33,CIDNA,,,
"October 01, 1925",Mt. Nittany,Ohio,New York,San Francisco,De Havilland DH-4,US Aerial Mail Service,1   ,1   ,Crashed into a wooded area on Mt. Nittany in fog and low visibility.
"November 14, 1925",Nouadhibou,Mauritania,,,Breguet 14,Lignes Aeriennes Latecoere,1   ,1   ,The pilot suffered sunstroke lost control of the plane and crashed.
"November 14, 1925",Off Boulogne-sur-Mer,France,,,Farman F-60 Goliath,Air Union,2   ,2   ,
"February 12, 1926",Montpelier,Ohio,,,Curtiss Carrier Pigeon,US Aerial Mail Service,1   ,1   ,"While the mail plane was flying at a low altitude, the  aircraft hit trees and crashed in a wooded area."
"March 08, 1926",Staaken,Germany,,,Junkers F-13,Deutche Lufthansa,1   ,1   ,While in a training filight the aircraft stalled and crashed while attempting to land.
"May 31, 1926",English Channel,,Paris,Cryodon,Breguet 14,Air Union,1   ,1   ,The mail plane crashed into the English Channel and was never found.
"July 03, 1926",Rossaugpt,Czechoslovakia,Paris,Prague,Caudron C-61,Compagnie Internationale de Navigation Aérienne,6   ,6   ,Crashed while en route into a mountain in adverse weather conditions. The pilot was flying at too low of an altitude.
"July 09, 1926",Wolvertem,Belgium,Amsterdam,Rotterdam,Fokker F7,KLM Royal Dutch Airlines,2   ,2   ,Crashed into the ground while descending in poor weather.
"July 24, 1926",Juist,Germany,,,Junkers F-13,Deutsche Lufthansa,5   ,5   ,Crashed under weather related.circumstances.
"August 18, 1926",Hurst,Kent,"Lebourget, France","Croydon, England",Bleriot 155,Air Union,15   ,3   ,The plane made a forced landing at Romney Marsh  in heavy fog.  Engine failure. The pilot initally survived but died a day later.
"September 26, 1926",New York,New York,New York,Paris,Sikorsky S-25,,5   ,2   ,Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.
"October 02, 1926",Leigh,Kent,Paris,London,Bleriot 155,Air Union,7   ,7   ,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed.."
"October 08, 1926",Bueren,Germany,,,Fokker FG III,Deutsche Lufthansa,4   ,4   ,Weather related.
"October 21, 1926",English Channel,,Croydon,Paris,Handley Page W-10,Imperial Airways,12   ,0   ,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry."
"November 11, 1926",Cape Bojador,Morocco,Casablanca,Dakar,Breguet 14,Grands Express Aeriens,3   ,3   ,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed."
"December 16, 1926",Medford,Oregon,,,Ryan M-1,Pacific Air Transport,1   ,1   ,The postal plane crashed into a mountain slope in foggy conditions.
"January 12, 1927",Estaires,France,Delivery flight,,Fokker F-VII,Fokker,0   ,0   ,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.
"March 20, 1927",Rabat,Morocco,Casablanca,Oran,Breguet 14,Grands Express Aeriens,1   ,1   ,Unknown.
"March 24, 1927",Tambo,Qld,Charleville,Tambo,de Havilland DH-9C,Qantas,3   ,3   ,"While attempting to land, the engine failed, the aircraft stalled and crashed."
"April 15, 1927",King Hill,Idaho,,,"Swallow
Swallow",Varney Air Lines,1   ,1   ,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.
"April 22, 1927",Floh,Germany,Charleville,Tambo,Fokker FG III,Deutsche Lufthansa,2   ,2   ,Crashed following engine failure.
"April 22, 1927",Goshen,Indiana,,,Douglas M-4,US Aerial Mail Service,1   ,1   ,Crashed into a field during a snow storm.
"May 02, 1927",Algiers,Algeria,,,SPCA Meteore 63,Air Union,3   ,1   ,The three engine seaplane stalled and crashed into the sea shortly after taking off.
"July 27, 1927",Amoneburg,Germany,Kassel,Frankfurt,Junkers F-13,Deutsche Lufthansa,5   ,5   ,Crashed after experiencing engine failure and attempting to make a forced landing.
"August 22, 1927",Sevenoaks,England,Croydon,Schiphol,Fokker F-VIII,KLM Royal Dutch Airlines,11   ,1   ,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer."
"September 03, 1927",Willington,Connecticut,,,Fokker Universal,Colonial Air Transport,1   ,1   ,The postal plane crashed for unknown reasons.
"September 17, 1927",Hadley,New Jersey,Sightseeing,,Fokker F-VII,Reynolds Airways,12   ,7   ,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.
"September 17, 1927",Atlantic Ocean,,Old Orchad Beach,Rome,Fokker F7,Private,3   ,3   ,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight."
"September 23, 1927",Schleiz,Germany,Berlin,Munich,Dornier Merkur,Deutsche Lufthansa,6   ,6   ,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.
"October 06, 1927",Thies,Mauritania,Saint Louis,Dakar,Breguet 14,Lignes Aeriennes Latecoere,2   ,2   ,The plane crashed while attempting to land at Dakar.
"October 30, 1927",New Brunswick,New Jersey,,,Fairchild FC-2,Colonial Air Transport,4   ,4   ,Went into a tailspin and crashed into a corn field about 10 km from the airport.
"November 08, 1927",Strasburg,France,Strasbourg,Paris,Farman F-121 Jabiru,CIDNA,1   ,1   ,The mail plane crashed shortly after taking off.
"November 16, 1927",Over the Gulf of Finland,,Tallinn,Helsinki,Junkers F-13,Aero O-Y,6   ,6   ,Crashed in the gulf of Finland and never found.
"November 29, 1927",Corunna,Indiana,,,Douglas M-4,National Air Transport,1   ,1   ,The postal plane crashed at night in poor weather.
"December 28, 1927",Almeria,Spain,Dakar,Casablanca,Breguet 14,Aeropostale,1   ,1   ,A fire erupted aboard the mail plane while en route and crashed.
"December 31, 1927",Near Marseille,France,Test flight,,Latécoère 23 (flying boat),Latecoere Airlines,5   ,5   ,"Suffered structural failure at an altitude of 1,000 ft."
"January 08, 1928",Near Canajoharie,New York,Minola,Albany,Fairchild FC-2,Colonial Western Airlines,3   ,3   ,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..
"January 16, 1928",Solis,Uruguay,Buenos Aires,Montevideo,Latecoere 25,Aeropostale,2   ,2   ,The wing on the mail plane detached from the aircraft and crashed into the sea.
"January 22, 1928",L'Hospitalet,Ariège,Toulouse,Perpignan,Breguet 14,Aeropostale,1   ,1   ,Crashed after experiencing mechanical difficulties.
"January 22, 1928",Tarragona,Spain,Casablanca,Alicante,Breguet 14,Aeropostale,2   ,2   ,Crashed in unknown circumstances.
"January 27, 1928",Almeria,Spain,Casablanca,Alicante,Breguet 14,Aeropostale,1   ,1   ,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.
"February 26, 1928",Marquette,Nebraska,,,Boeing 40,Boeing Air Transport,2   ,1   ,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.
"March 11, 1928",Off Cape Griz Nez,France,Paris,Croydon,Farman F-60 Goliath,Air Union,2   ,2   ,Crashed into the sea while delivering mail in poor weather.
"April 17, 1928",Federal,Wyoming,,,Boeing 40,Boeing Air Transport,2   ,1   ,Spatial disorientation after entering a snowstorm.
"April 19, 1928",Minuesa,Spain,Barcelona,Madrid,Rohrbach Roland,Iberia Airlines,9   ,9   ,Crashed into a field after getting lost in fog.
"May 07, 1928",Florianopolis,"Brazil
Florianopolis",,,Latecoere 26,Aeropostale,5   ,1   ,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.
"May 12, 1928",Dearborn,Minnesota,Dearborn,Buffalo,Ford 4,Ford Air Freight Inc.,2   ,2   ,The cargo plane crashed on its inaugural flight. The pilot tried to become airborne without sufficient speed.
"May 26, 1928",Radevormwald,Germany,Essen,Dortmund,Junkers F-13,Deutsche Lufthansa,5   ,3   ,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error."
"June 14, 1928",Frankfurt,Germany,,,AEGK,Deutsche Lufthansa,5   ,5   ,"The ""Viper"" crashed for unknown reasons."
"June 22, 1928",Lebo,Kansas,Chicago,Dallas,Douglas M-4,National Air Transport,1   ,1   ,The mail plane flew into tornado like winds and crashed in a field.
"July 10, 1928",Over the Gulf of Finland,,Tallinn,Helsinki,Junkers F-13,Aero O-Y,6   ,6   ,Crashed under unknown circumstances
"July 13, 1928",Purley,England,Testing,,Vickers 74 Vulcan,Imperial Airways,6   ,4   ,"After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers."
